Wikipedia_movie_ID,title,Movie_genres,Movie_year_released,averageRating,numVotes,e_count,i_count,extro_proportion,number of characters,extroverted_bin,treatment,Propensity_score
32504587,what to expect when you're expecting,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama']",1.082817208573622,7.7,-0.5672644853952715,7,4,0.6363636363636364,11,"(0.632, 0.684]",1,0.6111805601181466
204019,notting hill,"['Comedy', 'Romance Film', 'Romantic comedy']",0.29487026848213765,7.2,0.7351526357420604,2,3,0.4,5,"(0.368, 0.421]",0,0.6117174407145635
917363,love and death,"['Comedy', 'War film', 'Comedy of Errors', 'Parody']",-1.1598010055329107,7.7,-0.4096816287762517,1,1,0.5,2,"(0.474, 0.526]",1,0.6463779085715744
1228937,lemony snicket's a series of unfortunate events,"['Comedy', 'Drama', 'Gothic Film', 'Steampunk', 'Fantasy', ""Children's/Family"", 'Family Film', 'Adventure', 'Black comedy']",0.5979267839019394,6.8,0.28697233703519237,3,4,0.42857142857142855,7,"(0.421, 0.474]",0,0.6110008646289485
171621,quills,"['Romance Film', 'History', 'Drama', 'Biopic [feature]', 'Period piece', 'Biography', 'Erotic Drama', 'Film adaptation', 'Romantic drama']",0.355481571566098,7.2,-0.3472074634338529,1,4,0.2,5,"(0.158, 0.211]",0,0.6211271299175021
217982,caddyshack,"['Comedy', 'Cult', 'Gross-out film', 'Sports', 'Satire', 'Gross out', 'Slapstick']",-0.8567444901131088,7.2,-0.0778370076197701,4,2,0.6666666666666666,6,"(0.632, 0.684]",1,0.6383926992651172
483745,real genius,"['Comedy', 'Romantic comedy', 'Cult', 'Coming of age', 'Science Fiction', 'Indie', 'Teen']",-0.5536879746933071,6.9,-0.42246106069773526,1,3,0.25,4,"(0.211, 0.263]",0,0.6367219259918474
15770250,the princess and the goblin,"[""Children's"", 'Japanese Movies', 'Fantasy', 'Animation']",-0.0687975500216244,6.7,-0.5556328831019249,0,2,0.0,2,,0,0.6300835402996163
370064,love actually,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Ensemble Film', 'Holiday Film', 'Comedy-drama']",0.5373154808179791,7.6,1.4300258932605385,7,9,0.4375,16,"(0.421, 0.474]",0,0.6009088187187966
76368,sunset boulevard,"['Film noir', 'Drama']",-2.675083582631919,8.4,0.34258311014907367,0,1,0.0,1,,0,0.6634749242976494
3699931,undisputed,"['Action', 'Action/Adventure', 'Thriller', 'Drama', 'Prison', 'Sports', 'Boxing', 'Crime Fiction']",0.4767041777340187,6.1,-0.4344543079424127,2,2,0.5,4,"(0.474, 0.526]",1,0.6199611976482066
42225,everyone says i love you,"['Comedy', 'Romance Film', 'Romantic comedy', 'Musical', 'Ensemble Film', 'Indie', 'Musical comedy']",0.11303635923025664,6.7,-0.41537753675971206,4,7,0.36363636363636365,11,"(0.316, 0.368]",0,0.6257703645277768
11893755,into the wild,"['Docudrama', 'Adventure', 'Drama', 'Biography', 'Film adaptation']",0.7797606931538205,8.1,1.9710270858345218,1,4,0.2,5,"(0.158, 0.211]",0,0.5915149371211159
452017,boogie nights,"['Comedy', 'Drama', 'Ensemble Film', 'Indie', 'Period piece', 'LGBT', 'Comedy-drama']",0.173647662314217,7.9,0.5214165385821631,8,5,0.6153846153846154,13,"(0.579, 0.632]",1,0.6157950003665148
8357964,terkel in trouble,"['Comedy', 'Computer Animation', 'Black comedy', 'Animation']",0.5979267839019394,7.1,-0.5224440969705543,6,5,0.5454545454545454,11,"(0.526, 0.579]",1,0.6188010116782635
27645834,insidious,"['Comedy', 'Horror', 'Thriller', 'Psychological thriller', 'Indie', 'Fantasy']",1.0222059054896617,6.0,-0.5669185641374768,1,9,0.1,10,"(0.0526, 0.105]",0,0.6121869698396867
307789,house of 1000 corpses,"['Horror', 'Cult', 'Road-Horror', 'Albino bias', 'Slasher']",0.5373154808179791,6.0,-0.2070936303334652,8,6,0.5714285714285714,14,"(0.526, 0.579]",1,0.6167744012113118
170858,the hudsucker proxy,"['Comedy', 'Drama', 'Fantasy', 'Period piece', 'Screwball comedy', 'Workplace Comedy']",-0.008186246937664047,7.2,-0.2383326784663566,4,1,0.8,5,"(0.789, 0.842]",1,0.6260740499259574
649120,cutthroat island,"['Costume drama', 'Action/Adventure', 'Costume Adventure', 'Swashbuckler films', 'Adventure']",0.0524250561462963,5.7,-0.4500993830108546,0,1,0.0,1,,0,0.6270958692072435
1908729,runaway bride,"['Comedy', 'Romance Film', 'Romantic comedy', 'Road movie']",0.29487026848213765,4.9,-0.5664429224080091,4,1,0.8,5,"(0.789, 0.842]",1,0.6242222161094381
3616797,gladiator,"['Costume drama', 'Historical drama', 'Action', 'Drama', 'Movies About Gladiators', 'War film', 'Epic', 'Adventure', 'Tragedy']",0.355481571566098,5.6,-0.5671308340002145,2,6,0.25,8,"(0.211, 0.263]",0,0.6232310849363756
7870124,the lion in winter,"['Costume drama', 'Historical drama', 'Drama', 'Period piece', 'Biography', 'Political drama', 'Epic', 'LGBT', 'Film adaptation']",-1.584080127120633,7.9,-0.43667921057777404,4,2,0.6666666666666666,6,"(0.632, 0.684]",1,0.6533986304105027
349941,being john malkovich,"['Comedy', 'Drama', 'Fantasy', 'Fantasy Comedy', 'Black comedy', 'Workplace Comedy']",0.29487026848213765,7.7,0.8016245501660183,1,4,0.2,5,"(0.158, 0.211]",0,0.6110747049450664
89445,practical magic,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Fantasy']",0.23425896539817734,6.3,-0.21052532644772395,1,1,0.5,2,"(0.474, 0.526]",1,0.6218186668883245
28327,stargate,"['Action', 'Thriller', 'Science Fiction', 'Sci-Fi Adventure', 'Adventure']",-0.008186246937664047,7.0,0.22186052210210902,5,4,0.5555555555555556,9,"(0.526, 0.579]",1,0.6216793424286843
19625929,falling down,"['Comedy', 'Action', 'Drama', 'Thriller', 'Psychological thriller', 'Crime Fiction', 'Crime Thriller', 'Crime Drama', 'Black comedy']",-0.0687975500216244,7.6,0.22357047377416234,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.6226623115482256
13844205,the ten commandments,"['Costume drama', 'Drama', ""Children's"", 'Christian film', 'Epic', 'Animation', 'Family Film']",0.7797606931538205,6.8,-0.5575079335561075,3,5,0.375,8,"(0.368, 0.421]",0,0.616125708839328
30860835,over the hedge,"['Comedy', ""Children's"", 'Computer Animation', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure']",0.7191493900698601,4.4,-0.5663367874766403,7,4,0.6363636363636364,11,"(0.632, 0.684]",1,0.6172155577530066
556241,robin hood: men in tights,"['Comedy', 'Adventure', 'Slapstick', 'Parody']",-0.0687975500216244,6.7,-0.042698483489920315,4,0,1.0,4,"(0.947, 1.0]",1,0.6252049622220555
158982,you've got mail,"['Comedy', 'Romance Film', 'Romantic comedy', 'Workplace Comedy']",0.23425896539817734,6.7,0.3164346077985019,0,1,0.0,1,,0,0.6167624539108071
3154528,just friends,"['Comedy', 'Romance Film', 'Romantic comedy']",0.6585380869858998,6.4,-0.5672802090888076,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6182284892291481
44122,american beauty,"['Comedy', 'Romance Film', 'Existentialism', 'Drama', 'Satire', 'LGBT', 'Romantic drama', 'Black comedy']",0.29487026848213765,6.7,-0.5615331991013549,3,4,0.42857142857142855,7,"(0.421, 0.474]",0,0.6241753452791146
2318313,the perfect man,"['Comedy', 'Romance Film', 'Romantic comedy', 'Family Film']",0.6585380869858998,5.3,-0.5674767552580091,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6182303771389136
565879,the incredibles,"['Comedy', 'Superhero movie', 'Action', 'Action/Adventure', 'Family-Oriented Adventure', 'Computer Animation', ""Children's/Family"", 'Superhero', 'Family Film', 'Adventure', 'Animation']",0.5979267839019394,8.0,2.5142571119672503,11,7,0.6111111111111112,18,"(0.579, 0.632]",1,0.5892527143618953
390867,uhf,"['Comedy', 'Parody', 'Satire', 'Indie', 'Media Satire', 'Absurdism']",-0.3112427623574658,6.9,-0.4466323085861396,3,0,1.0,3,"(0.947, 1.0]",1,0.6330081532310319
7668793,the running man,"['Action', 'Thriller', 'Dystopia', 'Science Fiction', 'Film adaptation']",-0.4324653685253865,6.5,-0.560526882715043,1,0,1.0,1,"(0.947, 1.0]",1,0.6360547257737784
17917662,the notebook,"['Romance Film', 'Drama', 'Coming of age', 'Period piece', 'Film adaptation', 'Romantic drama']",0.5979267839019394,6.6,-0.5673509657097202,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6192320199977304
482383,the king of comedy,"['Comedy', 'Black comedy', 'Documentary', 'Drama']",-0.6749105808612278,7.8,-0.11827441647129316,2,0,1.0,2,"(0.947, 1.0]",1,0.6358246021119945
932297,the road to el dorado,"['Costume drama', 'Comedy', 'Fantasy', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure', 'Family-Oriented Adventure', 'Buddy film']",0.355481571566098,6.9,-0.1565891266954397,6,3,0.6666666666666666,9,"(0.632, 0.684]",1,0.6192998321962516
1705391,naked,"['Comedy', 'Black comedy', 'Drama']",-0.0687975500216244,6.4,-0.5672841400121916,1,0,1.0,1,"(0.947, 1.0]",1,0.6301940530284427
414180,something's gotta give,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama']",0.5373154808179791,6.9,-0.542688352398312,1,1,0.5,2,"(0.474, 0.526]",1,0.6199974113239858
583407,return to oz,"['Adventure', 'Fantasy', 'Steampunk', 'Family Film']",-0.5536879746933071,5.5,-0.566820291052876,3,10,0.23076923076923078,13,"(0.211, 0.263]",0,0.6380797645170231
9673848,loving annabelle,"['Romance Film', 'Gay', 'Drama', 'Coming of age', 'Gay Interest', 'Erotic Drama', 'Gay Themed']",0.7191493900698601,6.3,-0.5154077441131395,4,3,0.5714285714285714,7,"(0.526, 0.579]",1,0.6167257489804373
12032423,in the valley of elah,"['Mystery', 'Drama', 'Thriller', 'War film', 'Crime Fiction', 'Crime Thriller']",0.7797606931538205,7.2,-0.27475661454278444,1,3,0.25,4,"(0.211, 0.263]",0,0.6134004769914427
1134919,the blue lagoon,"['Romance Film', 'Drama', 'Coming of age', 'Teen', 'Adventure', 'Romantic drama']",-0.8567444901131088,6.4,-0.5651221321509748,1,1,0.5,2,"(0.474, 0.526]",1,0.6429579886194751
179825,top gun,"['Romance Film', 'Action', 'Action/Adventure', 'Drama', 'Airplanes and airports', 'War film', 'Romantic drama']",-0.4930766716093468,6.2,-0.5648233819737885,4,0,1.0,4,"(0.947, 1.0]",1,0.6370786720583331
558336,garden state,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Coming of age', 'Comedy-drama', 'Romantic drama']",0.5979267839019394,7.4,0.3030222972121894,1,1,0.5,2,"(0.474, 0.526]",1,0.6108456043281778
14899108,splice,"['Horror', 'Drama', 'Thriller', 'Science Fiction', 'Sci-Fi Horror']",0.9009832993217411,5.8,-0.17157773755874847,1,1,0.5,2,"(0.474, 0.526]",1,0.6103841763109904
1930290,barbarella,"['Comedy', 'Superhero movie', 'Cult', 'Parody', 'Science Fiction', 'Satire', 'Fantasy Adventure', 'Fantasy', 'Superhero', 'Adventure', 'World cinema']",-1.584080127120633,5.8,-0.4225003699315756,2,3,0.4,5,"(0.368, 0.421]",0,0.6532679374556432
615121,the dreamers,"['Romantic drama', 'Romance Film', 'History', 'Drama']",0.5373154808179791,3.1,-0.5675278572620016,2,3,0.4,5,"(0.368, 0.421]",0,0.6202355506823526
2000074,glengarry glen ross,"['Indie', 'Ensemble Film', 'Film adaptation', 'Drama']",-0.12940885310558473,7.7,-0.12271242897186374,3,1,0.75,4,"(0.737, 0.789]",1,0.6269624781254712
9857629,angel,"['Erotic thriller', 'Action', 'Thriller', 'Psychological thriller', 'Sexploitation', 'Crime Fiction', 'Crime Thriller']",-0.6142992777772674,7.3,-0.555389165852115,2,3,0.4,5,"(0.368, 0.421]",0,0.6389536002414226
5930667,crank,"['Action', 'Action/Adventure', 'Thriller', 'Action Thrillers', 'Crime Fiction', 'Crime Thriller']",0.7191493900698601,6.9,0.4523226982610567,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6073745914589261
320401,barton fink,"['Comedy', 'Mystery', 'Thriller', 'Drama', 'Indie', 'Period piece', 'Comedy-drama', 'Black comedy']",-0.19002015618954507,7.6,-0.06836741318764031,3,0,1.0,3,"(0.947, 1.0]",1,0.627439336871949
13901,heathers,"['Comedy', 'Black comedy', 'Teen']",-0.37185406544142613,7.2,-0.12467789066387906,7,3,0.7,10,"(0.684, 0.737]",1,0.6309494552988391
25506,raging bull,"['Neo-noir', 'Drama', 'Biopic [feature]', 'Sports', 'Boxing', 'Period piece', 'Black-and-white', 'Biography', 'New Hollywood', 'Biographical film']",-0.8567444901131088,8.1,0.8920829590793311,0,2,0.0,2,,0,0.6292315956655533
461364,cold mountain,"['Romance Film', 'Drama', 'Anti-war', 'Period piece', 'War film', 'Anti-war film']",0.5373154808179791,7.2,0.037071744742213225,1,0,1.0,1,"(0.947, 1.0]",1,0.6144229817143975
692661,carlito's way,"['Drama', 'Thriller', 'Crime Fiction', 'Crime Drama', 'Gangster Film']",-0.0687975500216244,7.9,0.3296032011350045,3,1,0.75,4,"(0.737, 0.789]",1,0.6216478946112318
577152,pay it forward,"['Romance Film', 'Drama', 'Inspirational Drama', 'Childhood Drama', 'Film adaptation', 'Romantic drama']",0.355481571566098,7.2,-0.08580892024258421,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.618620457518758
1345521,high plains drifter,"['Action', 'Action/Adventure', 'Thriller', 'Western', 'Revisionist Western']",-1.2810236117008313,7.4,-0.32314628140020146,2,0,1.0,2,"(0.947, 1.0]",1,0.6475154846462482
376485,cube,"['Escape Film', 'Horror', 'Thriller', 'Psychological thriller', 'Science Fiction']",0.173647662314217,7.1,0.38881076914527385,1,4,0.2,5,"(0.158, 0.211]",0,0.6170710094218372
1373852,dirty dancing: havana nights,"['Romance Film', 'Musical', 'Drama', 'Coming of age', 'Dance', 'Indie', 'Period piece', 'Teen', 'Musical Drama', 'Romantic drama']",0.5979267839019394,5.9,-0.4531144012464061,2,2,0.5,4,"(0.474, 0.526]",1,0.6181352299235913
3303413,awake,"['Drama', 'Thriller', 'Psychological thriller']",0.7797606931538205,4.7,-0.5629915716768302,1,0,1.0,1,"(0.947, 1.0]",1,0.6161784901800407
5989305,breathless,"['Romance Film', 'Drama', 'Suspense', 'Romantic drama', 'Crime Fiction', 'Crime Thriller', 'Remake']",-0.6749105808612278,8.3,0.7688681656068911,1,0,1.0,1,"(0.947, 1.0]",1,0.6274243285055943
4726,batman,"['Superhero movie', 'Action', 'Action/Adventure', 'Drama', 'Thriller', 'Crime Fiction']",-0.3112427623574658,6.1,-0.5581643977612406,15,5,0.75,20,"(0.737, 0.789]",1,0.6340619751406223
1094719,the grudge,"['Mystery', 'Horror', 'Thriller', 'Haunted House Film', 'Japanese Movies', 'Supernatural']",0.5979267839019394,6.4,-0.5674885480281613,0,2,0.0,2,,0,0.6192333402006478
528464,ed wood,"['Comedy', 'Cult', 'Drama', 'Biopic [feature]', 'Black-and-white', 'Biographical film', 'LGBT', 'Comedy-drama', 'Black comedy']",-0.008186246937664047,7.8,0.1470589810273902,4,2,0.6666666666666666,6,"(0.632, 0.684]",1,0.6223950578765525
7404698,the bucket list,"['Comedy', 'Drama', 'Comedy-drama', 'Road movie', 'Adventure', 'Buddy film']",0.7797606931538205,7.4,0.4376642849620065,1,1,0.5,2,"(0.474, 0.526]",1,0.6065027445764377
7984798,step brothers,"['Comedy', 'Domestic Comedy', 'Buddy film', 'Slapstick']",0.8403719962377808,6.9,0.6573911093591664,6,1,0.8571428571428571,7,"(0.842, 0.895]",1,0.6033496641998436
805037,the crush,"['Erotic thriller', 'Drama', 'Thriller', 'Psychological thriller', 'Suspense']",-0.0687975500216244,5.8,-0.4819044841110464,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6293839072053778
460442,a bug's life,"['Comedy', 'Fantasy', 'Computer Animation', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure', ""Children's Fantasy"", 'Family-Oriented Adventure']",0.23425896539817734,7.2,0.6425440117376828,6,9,0.4,15,"(0.368, 0.421]",0,0.6136206363116845
4120837,the wind in the willows,"['Comedy', ""Children's"", 'Fantasy', 'Slapstick', 'Family Film', 'Animation', 'Adventure']",0.11303635923025664,7.2,-0.5591078193734079,2,2,0.5,4,"(0.474, 0.526]",1,0.6271391814126479
12940547,9,"['Mystery', 'Apocalyptic and post-apocalyptic fiction', 'Action', 'Thriller', 'Science Fiction', 'Fantasy', 'Computer Animation', 'Animation', 'Adventure']",0.9009832993217411,6.2,-0.5671780050808228,5,6,0.45454545454545453,11,"(0.421, 0.474]",0,0.6142060864049158
883489,mona lisa smile,"['Romance Film', 'Drama', 'Coming of age', 'Period piece', 'Feminist Film']",0.5373154808179791,6.5,-0.221697010705139,3,2,0.6,5,"(0.579, 0.632]",1,0.6169148663738592
27939556,sleeping beauty,['Drama'],1.0222059054896617,6.9,-0.5674688934112411,3,5,0.375,8,"(0.368, 0.421]",0,0.6121922871564304
31176,the parent trap,"['Comedy', 'Romantic comedy']",-2.0083592487083552,7.2,-0.47594127333747194,2,3,0.4,5,"(0.368, 0.421]",0,0.6604651468255434
230536,good burger,"['Comedy', 'Teen', 'Family Film', 'Stop motion', 'Screwball comedy', 'Buddy film']",0.173647662314217,5.8,-0.44408900115667177,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6250481865778735
16963505,the last airbender,"['Superhero movie', 'Action', 'Action/Adventure', 'Science Fiction', 'Fantasy Comedy', 'Fantasy', 'Martial Arts Film', ""Children's/Family"", 'Family Film', 'Adventure', ""Children's Fantasy""]",0.9615946024057015,4.0,0.09811112304944082,3,1,0.75,4,"(0.737, 0.789]",1,0.6067570074049558
922084,legend,"['Costume drama', 'Fantasy Drama', 'Romance Film', 'Action/Adventure', 'Sword and sorcery films', 'Science Fiction', 'Fantasy Adventure', 'Fantasy', 'Adventure']",-0.5536879746933071,7.0,-0.5674374460241689,3,3,0.5,6,"(0.474, 0.526]",1,0.6380855647453831
1884712,dark city,"['Science Fiction', 'Mystery', 'Neo-noir', 'Thriller']",0.23425896539817734,6.7,-0.5573231801570581,0,4,0.0,4,,0,0.6251318964722545
73441,e.t. the extra-terrestrial,"['Drama', 'Sci-Fi Adventure', 'Science Fiction', ""Children's"", 'Fantasy', 'Family Drama', ""Children's/Family"", 'Family Film', 'Adventure', ""Children's Fantasy""]",-0.7355218839451881,7.9,1.1169907404966435,2,6,0.25,8,"(0.211, 0.263]",0,0.6251033042921676
21132353,casper,"['Comedy', 'Horror', 'Fantasy', 'Family Film', 'Comedy-drama', 'Black comedy']",0.0524250561462963,6.1,-0.0005825703534161627,5,5,0.5,10,"(0.474, 0.526]",1,0.6228080109819517
88678,the lion king,"['Comedy', 'Musical', 'Drama', 'Coming of age', ""Children's"", 'Animated Musical', 'Fantasy', 'Music', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure', ""Children's Fantasy""]",-0.008186246937664047,8.5,3.8046377457026805,13,4,0.7647058823529411,17,"(0.737, 0.789]",1,0.5868293348697775
5735396,invasion of the body snatchers,"['Doomsday film', 'Thriller', 'Science Fiction', 'New Hollywood', 'Remake']",-0.9779670962810295,7.7,-0.3573924859218763,3,3,0.5,6,"(0.474, 0.526]",1,0.6429690580776519
1412632,head-on,"['Romantic drama', 'Romance Film', 'World cinema', 'Drama']",0.5979267839019394,7.9,-0.3445855375367045,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.6170921229840449
1756460,the cure,"['Comedy', 'Drama', 'Coming of age', 'Family Drama', 'LGBT', 'Family Film', 'Adventure', 'Buddy film']",0.0524250561462963,7.1,-0.5527593781081985,0,2,0.0,2,,0,0.6280723545314418
3248340,kung fu panda,"['Comedy', 'Action', 'Computer Animation', 'Martial Arts Film', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure']",0.8403719962377808,7.6,1.4040857298493203,9,6,0.6,15,"(0.579, 0.632]",1,0.5960548029983743
594240,kate & leopold,"['Comedy', 'Romance Film', 'Romantic comedy', 'Science Fiction', 'Fantasy']",0.41609287465005834,6.4,-0.2221726524346067,2,3,0.4,5,"(0.368, 0.421]",0,0.6189267654266077
17908468,i love you phillip morris,"['Comedy', 'Romance Film', 'Romantic comedy', 'Action/Adventure', 'Gay', 'Drama', 'Action', 'Prison', 'Gay Interest', 'LGBT', 'Black comedy', 'Gay Themed']",0.9009832993217411,6.6,-0.17936489678251316,1,1,0.5,2,"(0.474, 0.526]",1,0.6104595410572106
773089,father of the bride,"['Comedy', 'Romance Film', 'Romantic comedy', 'Family Film']",-0.19002015618954507,7.1,-0.5193032891867139,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6317191162384307
7133616,ella enchanted,"['Costume drama', 'Comedy', 'Romance Film', 'Romantic comedy', 'Fantasy', 'Fantasy Comedy', 'Teen', 'Family Film', 'Romantic fantasy']",0.5979267839019394,6.3,-0.2818519312509597,5,4,0.5555555555555556,9,"(0.526, 0.579]",1,0.616488676584494
20020813,takers,"['Caper story', 'Action', 'Crime Fiction', 'Thriller']",0.9615946024057015,6.2,-0.31206893930400315,3,3,0.5,6,"(0.474, 0.526]",1,0.6107328714805331
177783,morning glory,"['Black-and-white', 'Drama']",-3.705475735059245,6.4,-0.5549292478161834,1,1,0.5,2,"(0.474, 0.526]",1,0.6873187014524106
23830211,requiem for a dream,"['Drama', 'Indie', 'Addiction Drama', 'Tragedy']",0.355481571566098,8.3,2.8886343241389434,2,2,0.5,4,"(0.474, 0.526]",1,0.5896806512455064
436955,benny & joon,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama']",-0.0687975500216244,7.1,-0.3278909059247264,3,2,0.6,5,"(0.579, 0.632]",1,0.6279206712431089
1336308,sin city,"['Superhero movie', 'Action', 'Action/Adventure', 'Thriller', 'Drama', 'Neo-noir', 'Dystopia', 'Black-and-white', 'Crime Fiction', 'Crime Thriller', 'Gangster Film']",0.6585380869858998,6.3,-0.5673155873992639,8,9,0.47058823529411764,17,"(0.421, 0.474]",0,0.6182288290531693
25862453,the amazing spider-man,"['Superhero movie', 'Action', 'Action/Adventure', 'Thriller', 'Drama', 'Science Fiction', 'Reboot', 'Superhero', 'Adventure']",1.082817208573622,7.3,-0.5519024368104798,2,8,0.2,10,"(0.158, 0.211]",0,0.6110319797807326
518615,king kong,"['Monster movie', 'Horror', 'Action/Adventure', 'Adventure', 'Remake']",-1.0991897024489503,7.9,-0.2165907412292832,5,4,0.5555555555555556,9,"(0.526, 0.579]",1,0.643605145072187
3202250,the ten commandments,"['Costume drama', 'Drama', 'Indie', 'Black-and-white', 'Christian film', 'Epic', 'Silent film']",-4.311588765898849,6.8,-0.5575079335561075,3,5,0.375,8,"(0.368, 0.421]",0,0.696403507392782
68245,bonnie and clyde,"['Romance Film', 'Action', 'Action/Adventure', 'Drama', 'New Hollywood', 'Biographical film', 'Crime Fiction', 'Road movie', 'Crime Drama', 'Gangster Film', 'Outlaw', 'Heist']",-1.6446914302045934,7.7,-0.10260968678593112,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.6512793523278907
1274324,spanglish,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Domestic Comedy', 'Slice of life story', 'Comedy-drama', 'Romantic drama']",0.5979267839019394,6.4,-0.2231593142039984,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.615923776095135
9264265,forgetting sarah marshall,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Music']",0.8403719962377808,7.1,0.6022363233578327,3,2,0.6,5,"(0.579, 0.632]",1,0.6038867253220238
497890,the adventures of milo and otis,"['Comedy', 'Animal Picture', 'Drama', ""Children's"", 'Japanese Movies', ""Children's/Family"", 'Family Film', 'Adventure', 'Family-Oriented Adventure']",-0.3112427623574658,6.9,-0.5184699334292994,2,2,0.5,4,"(0.474, 0.526]",1,0.6336870645619406
65834,schindler's list,"['History', 'Drama', 'Biopic [feature]', 'Period piece', 'War film', 'Biography', 'Black-and-white', 'Biographical film', 'Film adaptation', 'Tragedy']",-0.0687975500216244,9.0,4.99457542512936,3,4,0.42857142857142855,7,"(0.421, 0.474]",0,0.5760789010594661
695700,25th hour,"['Crime Drama', 'Crime Fiction', 'Drama']",0.4767041777340187,7.6,0.1522045597370863,3,3,0.5,6,"(0.474, 0.526]",1,0.6143200484665501
407288,2 fast 2 furious,"['Action', 'Action/Adventure', 'Thriller', 'Sports', 'Action Thrillers', 'Crime Fiction', 'Crime Thriller']",0.5373154808179791,5.9,0.5756200411245613,0,1,0.0,1,,0,0.6092177404399596
1438861,the thirteenth floor,"['Crime Thriller', 'Science Fiction', 'Future noir', 'Thriller']",0.29487026848213765,7.0,-0.26973289445799326,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.6213855140195688
302970,edward scissorhands,"['Comedy', 'Romance Film', 'Drama', 'Fantasy', 'Fantasy Comedy', 'Teen', 'Romantic fantasy', 'Comedy-drama']",-0.25063145927350544,7.9,1.4486112990202353,4,3,0.5714285714285714,7,"(0.526, 0.579]",1,0.6139061152459308
2648735,jane eyre,"['Costume drama', 'Romance Film', 'Drama', 'Period piece', 'Film adaptation', 'Romantic drama', 'World cinema']",0.11303635923025664,7.5,-0.5674964098749293,13,7,0.65,20,"(0.632, 0.684]",1,0.6272190075937237
166813,spartacus,"['Costume drama', 'Romance Film', 'Action', 'Drama', 'War film', 'Biographical film', 'Epic', 'Adventure', 'Historical fiction']",-2.0689705517923156,5.9,-0.566942149677781,2,2,0.5,4,"(0.474, 0.526]",1,0.6622466895335553
698242,red dragon,"['Mystery', 'Horror', 'Thriller', 'Psychological thriller', 'Drama', 'Suspense', 'Crime Fiction', 'Crime Thriller', 'Slasher']",0.4767041777340187,5.5,-0.5670129062986935,1,3,0.25,4,"(0.211, 0.263]",0,0.6212314290974332
2638362,emma,"['Costume drama', 'Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Film adaptation']",0.11303635923025664,7.0,-0.563223496156488,5,3,0.625,8,"(0.579, 0.632]",1,0.6271783472326973
29785,the rock,"['Buddy film', 'Action', 'Action Thrillers', 'Thriller']",0.11303635923025664,7.4,0.8169158421298974,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.6139538822077785
313002,the last unicorn,"['Costume drama', 'Drama', 'Japanese Movies', 'Animated Musical', 'Fantasy Adventure', 'Fantasy', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure', ""Children's Fantasy""]",-0.7355218839451881,7.3,-0.4547418035273948,8,3,0.7272727272727273,11,"(0.684, 0.737]",1,0.6399694441611099
36814246,eraserhead,"['Experimental film', 'Avant-garde', 'Horror', 'Cult', 'Drama', 'Science Fiction', 'Indie', 'Fantasy', 'Black-and-white', 'Surrealism']",-1.03857839936499,7.3,-0.07971598899733674,0,6,0.0,6,,0,0.6413491411567355
823939,twilight,"['Mystery', 'Detective', 'Drama', 'Thriller', 'Neo-noir', 'Crime Fiction', 'Crime Thriller']",0.23425896539817734,7.4,-0.5675160644918494,18,19,0.4864864864864865,37,"(0.474, 0.526]",0,0.6252291016109416
1599541,bewitched,"['Comedy', 'Romance Film', 'Romantic comedy', 'Fantasy']",0.6585380869858998,5.6,-0.5651810960017353,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6182083261301476
35723380,man on fire,['Drama'],-2.2508044610441966,6.5,-0.5659476260616213,0,1,0.0,1,,0,0.6650843641382335
